title,question,answer,lang_type,link
Traust = solid og pålitelig,Nylig snakket jeg med en som klaget over at både været og landet var traust og grått. Jeg tror han med traust mente trist eller trøstesløst. Er det riktig bruk av ordet?,"Tradisjonelt sett er trausthet nærmest det motsatte av tristhet og trøstesløshet. Traust er i slekt med tro/tru og det engelske trust (jf. trofast og trustworthy). Trauste ting er sterke, solide og slitesterke. Trauste folk er støe og pålitelige. Men vi har registrert den samme tendensen til betydningsendring som du har. «En traust sliter» er altså opprinnelig en hedersbetegnelse. Den nye og negative betydningen hadde neppe oppstått hvis trausthet stod like høyt i kurs hos alle. Den negative betydningen av traust var svært uvanlig før år 2000. Det er fremdeles bare de positive betydningene som er ført opp i Bokmålsordboka og Nynorskordboka (per juni 2022). En avledning av traust er å trøste, som opprinnelig betyr å sette mot i og gjøre sterkere/traustere. Å trøste seg til noe = å driste seg til.",nno,https://sprakradet.no/spraksporsmal-og-svar/traust-solid-og-palitelig/
Då eller når? («Materialane fortel når huset vart bygt»),"Skal det heita «Materialane fortel når huset vart bygt», eller bør ein skriva «Materialane fortel då huset vart bygt»? Eg får ikkje heilt til å nytta regelen om «den gong då, kvar gong når» her.","Det kan berre heita «Materialane fortel når huset vart bygt». Dette har ikkje noko å gjera med regelen om «den gong då, kvar gong når». Grunnen er at «når» i dette tilfellet har ein heilt annan funksjon enn å seia at noko vart teke opp att. «Når» innleier her ei indirekte spørjesetning, dvs. ei spørjesetning som er ledd i ei overordna setning. Det direkte spørsmålet var: «Når vart huset bygt?» Det er så gjort til direkte objekt i heilsetninga «Materialane fortel når huset vart bygt». Då kan for sin del ikkje nyttast til å innleia ei spørjesetning. Derimot kan det brukast i andre konstruksjonar, som i «Arkitekten fortel om (den gongen) då huset vart bygt». Då kan òg koma inn i biletet slik: «Slike materialar vart brukte (den gongen) då huset vart bygt» eller «Materialane stammar frå (den gongen) då huset vart bygt» eller «då husa vart bygde». Det kan stå i kontrast til når: «Slike materialar vart (alltid) brukte når ein bygde slike hus» (= 'kvar gong', 'dei gongene då'). Ein kan òg nytta «då» i det siste dømet, men då underforstår ein at det gjeld repetisjon innanfor éín samanhengande periode, altså eitt «då». Men dette er altså heilt andre konstruksjonar enn dømet ditt.",nob,https://sprakradet.no/spraksporsmal-og-svar/da-eller-nar-materialane-fortel-nar-huset-vart-bygt/
"Æ, ø og å i internasjonal sammenheng","Finnes det en «korrekt» erstatning for de særegne norske bokstavene æ, ø og å i internasjonal sammenheng? Jeg tenker da spesielt på navn i e-postadresser.","Det finnes en norsk standard (NS 4129:1995) «Kontordokumenter og blanketter. Utforming» der dette mønsteret er tilrådd: æ > a (Næs > Nas) ø > o (Løland > Loland) å > a (Aas > As) I 2003 tilrådde Uninett det samme for e-postadresser. Språkrådet og mange andre institusjoner praktiserer dette. Ellers er det sterk tradisjon for rekka ae, oe og aa. Ulemper med den er at oe kan forveksles med oe i navn som Hoel, mens aa i utlandet kan oppfattes som lang a i stedet for å. En annen løsning er ae, o og a. Det finnes ingen lytefri løsning. Domenenavn med særnorske tegn I dag er det mulig å ha domenenavn med særnorske tegn. Se nettsidene til Norid. Men dersom de skal erstattes med standardtegn, er tilrådingen den samme som nevnt over. Språkrådet opererer med både sprakradet.no og språkrådet.no som domenenavn. Andre sammenhenger: Bruk æ, ø og å! Hvis vi ser bort fra etablerte geografiske og historiske navn (som Gothenburg og Haakon the Good), bør norske og nordiske personer og bedrifter beholde skrivemåten i en engelsk tekst. Man kan i dag lett bytte tastatur i skriveprogrammet eller få fram de tre vokalene på annen måte.",nob,https://sprakradet.no/spraksporsmal-og-svar/ae-o-og-a-i-internasjonal-sammenheng/
Korona-uttale,Hvordan uttales koronavirus og covid?,"Korona bør uttales bokstavrett, med vanlig norsk o-lyd («trang» o), som i krone. Det er rimelig å uttale o-en i covid på samme vis. Altså: kór ó na og k ó vid, med trykk på de understrekede o-ene. Noe av poenget med å skrive koronavirus med k er at vi har ordet korona ‘krone, krans’ fra før i norsk, blant annet i « solens korona ». Det ordet har alltid blitt uttalt med to «trange» o-er, en kort og en lang, se utklipp fra Bjarne Berulfsens Norsk uttaleordbok fra 1969 nedenfor. Det gir ikke god mening å uttale korona annerledes i virussammenheng, for viruset har fått navnet på grunn av piggene som minner om den nevnte «solkronen». La oss si at ordet sjokolade for lengst var kommet inn i norsk, men uten å bli allment kjent, og så kom inn igjen i mediene med skrivemåten chokolade og den engelskinspirerte uttalen /sjåkålade/. Da ville vi hatt en slags parallell til korona -historien. Kårån(n)a -uttalen kan gjerne reserveres for ølmerket Corona og annet med den skrivemåten. Fra Norsk uttaleordbok (1969)",nob,https://sprakradet.no/spraksporsmal-og-svar/korona-uttale/
"Fler eller flere, mer eller mere?","Jeg har lært på skolen at det heter mer uten -e og flere med -e, men jeg ser og hører stadig flere brudd på denne regelen. Er den endret? Små barn ber gjerne om «mere». Er det der det kommer fra?","Fra 1938 het det bare mer og flere i bokmålsrettskrivningen. I 2005 ble det åpnet for både mere og fler. Det betyr at alt er lov. Fra 1907 til 1938 var mer og mere likestilte i rettskrivningen. Stadig flere valgte mer, som i 1938 altså ble eneform. Stillingen til fler(e) var uklar før 1938, men dette året ble også flere eneform. Det har likevel alltid vært noen som har skrevet mere og fler. Grunnlaget for formene Merk at variantene med og uten -e betyr nøyaktig det samme. Det er ingen forskjell i bruken. De stedene i landet der de fleste voksne bruker enstavingsformen «mer», synes mange at «mere» klinger barnslig. Men tostavingsformen «mere» har faktisk tradisjon både i dansk-norsk skriftmål og, uavhengig av det, i en del dialekter (jf. meira på det sentrale Vestlandet). «Fler» uten -e har ikke godt grunnlag i skrift, men har nok alltid vært en vanlig uttaleform. Hva bør du skrive? Du kan trygt skrive som du har lært, men i ordtaket «mye vil ha mer, fanden vil ha fler», kan du gjerne sløyfe den siste e-en for rimets skyld. (Generelt er fler relativt vanligere når det ikke kommer noe substantiv etter.)",nob,https://sprakradet.no/spraksporsmal-og-svar/fler-eller-flere-mer-eller-mere/
Bakoversveis,Kvar kjem uttrykket «å få bakoversveis» frå?,"Det er freistande å seia «frå folkedjupet». Det er tydelegvis særnorsk, i alle fall kjem det ikkje frå dansk eller svensk. Meininga er naturlegvis at noko gjer så sterkt inntrykk at det kjennest som om håret blir blåse bakover. Sjølve ordet bakoversveis er over åtti år gammalt. Det fyrste skriftlege dømet på «fikk bakoversveis» er frå 1976, men her er ordet nytta heilt bokstavleg. Metaforen kan likevel ikkje vera mykje yngre enn dette. Her er eit døme frå 1981 som handlar om musikkoppleving. Boka Norsk slang (1984) syner at uttrykket var innarbeidd i talespråket i samtida. Årsaka til bakoversveisen kunne vera alt frå promping til brølande befal. I eit belegg frå 1983 er trompetar involverte, og det er vel ikkje utenkjeleg at trykket frå blåseinstrument kan ha vore inspirasjonskjelda, eventuelt lyd frå høgtalarar.",nob,https://sprakradet.no/spraksporsmal-og-svar/bakoversveis/
Bekymringsverdig,"Jeg har i lengre tid irritert meg over bruken av ordet bekymringsfullt. En situasjon eller tilstand kan ikke være full av bekymringer. Den kan imidlertid være vel verdt å bekymre seg over, altså bør det hete bekymringsverdig. En person, derimot, kan gjerne være full av bekymringer, altså bekymringsfull. Kan Språkrådet få bukt med denne utviklingen der bekymringene flyttes fra subjekter til objekter?","Nei, vi kan nok ikke det. Dessuten er utviklingen så å si den motsatte av den du skisserer. Det er helst slik at det er bekymringsverdig som er nytt for det som tidligere var bekymringsfullt. Helt nytt er det ikke. Det ser ut til at 1978 er året da bekymringsverdig blir tatt i bruk i skrift, i alle fall er det svært få treff på nb.no før det året. Det virker som om f.eks. bekymringsfull utvikling fremdeles er mye mer brukt enn alternativet med -verdig (ca. tre ganger så mye, viser nettsøk desember 2016). Bekymringsfulle tilstander er godt og gammelt Bekymringsfull har lenge vært brukt om tilstander. Vi har eksempler fra 1700-tallet på «bekymringsfulde Omstændigheder» og ditto «Dage», omtrent like tidlig som de eldste eksemplene på f.eks. «bekymringsfulle personer». Nå kan både dager og omstendigheter lett tenkes å være fylt eller preget av bekymringene til personen som opplever dem. Kanskje ser vi her en bro mellom betydningene, altså fra en bekymret persons tilstand til en «bekymringsfull» tilstand. I konstruerte uttrykk som «en bekymringsfull verden» eller «et bekymringsfullt liv» kan vi vel også se en dobbel mening. Men i Drammens Tidende fra 1818 står det om Sveriges bekymringsfulle indre «pengeforfatning», så den rent «objektive» beydningen er gammel. Det er den for øvrig også i svensk og dansk. (I Danmark bruker de nå det logisk uangripelige bekymrende i stedet.) Vi får mange henvendelser fra folk som oppfatter personbetydningen som ikke bare primær, men den eneste logiske. Denne logikken veier i dag tyngre for de fleste enn to hundre års tradisjon med «bekymringsfulle tilstander». Nytt ord, men riktig konstruert? Ordet bekymringsverdig er nytt, men det er vanskelig å kritisere det. Det har ingen klare formelle lyter, og det faller på plass mellom andre ord, som kritikkverdig og rosverdig. Det vil nok komme i ordbøkene, om det ikke er der allerede. Noen synes ordet skurrer fordi det meste som er verdig noe, kan sies å fortjene det, mens det er rart å si at noe «fortjener bekymring». Det kan være noe i det, men det er noen små hull denne logikken fra før, for det finnes noen sammensetninger av lignende kaliber, som avskyverdig (for avskyelig) og kritikkverdig. Velg gjerne urovekkende i stedet! De som ikke liker noen av variantene, kan godt vurdere å bruke det uangripelige ordet urovekkende mer, eller til og med friske opp med fyndige uttrykk som «en lei utvikling». Utvikling Nedenfor ser du den mer eller mindre urovekkende utviklingen av forholdet mellom uttrykkene i et utvalg av norske aviser fra de siste tiåra, fra to ulike korpus (Retriever og nb.no). Endringen er formidabel. På den siste figuren starter urovekkende med sterk dominans, men møter stadig sterkere konkurranse.",nob,https://sprakradet.no/spraksporsmal-og-svar/bekymringsverdig/
Spørre spørsmål?,"Jeg er blitt fortalt at jeg ikke kan skrive «å spørre et spørsmål», og at det er grammatisk feil. Når blir det eventuelt riktig?","Spørre spørsmål er nokså vanlig i talemålet, men vi tilrår å spørre om noe og å s tille spørsmål. Formuleringen spørre spørsmål er et eksempel på såkalt indre objekt eller etymologisk objekt, det vil si at objektet er av samme rot som verbet. Eksempler: synge en sang, gå sin gang, grave en grav, dø en stille død. Vanligvis har verb og substantiv ulik rot, jamfør gi et svar, avgi et løfte (ikke svare et svar eller love et løfte). Formuleringen spørre (et) spørsmål er ikke noe helt nytt i talemålet. Tilsvarende formuleringer finnes dessuten i islandsk og svensk. I svensk er det fråga en fråga som står i motsetning til ställa en fråga. I dansk og dansk-norsk var gjøre spørgsmaal mye brukt før (og gjera eit spursmaal i landsmål). I gammelnorsk tid brukte de helt andre formuleringer. Det er urimelig å kalle spørre spørsmål grammatikalsk galt. Uttrykket står likevel ikke i rettskrivningsordbøkene ennå. Hovedgrunnen er at stille spørsmål har vært det vanlige i skrift i over hundre år (til å begynne med riktignok sjelden i entall). De som bruker stille spørsmål, reagerer gjerne negativt på spørre spørsmål. Det er imidlertid få som reagerer på stille spørsmål, så det er det tryggeste valget der spørre om ikke dekker. Det er et vedvarende dilemma om man skal godta eller tilrå nye tendenser i skriftspråket, og Språkrådet har en relativt konservativ eller avventende innstilling. Den dagen flertallet eller et stort mindretall måtte skrive spørre spørsmål, vil det ikke være rimelig å avvise det lenger. At engelsk har formuleringen ask questions, er ikke egnet til å dempe «spørre»-lysten i framtida.",nob,https://sprakradet.no/spraksporsmal-og-svar/sporre-sporsmal/
Samenes nasjonaldag,"Hva heter denne dagen? Samedagen, samefolkets dag eller samenes nasjonaldag?","Både samenes nasjonaldag og samefolkets dag må kunne brukes. Samefolkets dag er nevnt i forskrift angående bruk av statsflagget og handelsflagget. Det samiske folkets nasjonaldag er nevnt i forskrift om bruk av det samiske flagget (fastsatt av Sametinget). Både samefolkets dag og samenes nasjonaldag er brukt i nyere tekster fra regjeringa. Når vi sjøl gjerne bruker varianten samenes nasjonaldag, er det fordi Sametinget bruker det, og fordi nasjonaldag i moderne norsk er en brukbar oversettelse av nordsamisk álbmotbeaivi (folk(e) + dag). På nynorsk kan nasjonaldagen til samane brukes. En annen mulighet er den samiske nasjonaldagen. Nasjon defineres i Bokmålsordboka som 1) en gruppe mennesker som føler seg som en enhet på grunn av felles historie og kultur, oftest også felles språk 2) stat, land. Ordet brukes også som synonym for nasjonalstat. Se Store norske leksikon. Betydning 1 svarer noenlunde til en vanlig betydning av folk, se folk i Bokmålsordboka. (Folk er et mangslungende begrep, så et folk kan romme eller overlappe med et annet.) Som det går fram av betydning 1 ovenfor, er det godt mulig å bruke nasjonal- om noe som er knyttet til et folk som ikke har en egen stat.",nno,https://sprakradet.no/spraksporsmal-og-svar/samenes-nasjonaldag/
Sitat i sitat,Korleis skal ein markere eit sitat inni eit anna sitat?,"Eit sitat inni eit anna sitat bør helst markerast med enkle hermeteikn. Vanlege markerer vi til vanleg med doble hermeteikn, som « » eller “ ”. Dette er rett: Han sa: «No må de kome og ete middag.» Eit sitat som står inni eit anna sitat, blir markert med enkle hermeteikn, vanlegvis ‘ og ’. «Kven var det som sa ‘velkomen heim’?» spurde Guro. “Kven var det som sa ‘velkomen heim’?” spurde Guro. Same regelen gjeld også i andre tilfelle der noko som normalt ville stått i hermeteikn, står inni eit sitat: «Vi skal setje opp ‘Peer Gynt’ », sa han. “Vi skal setje opp ‘Peer Gynt’ ”, sa han. Der eit dobbelt teikn står inntil eit enkelt, bør det vera eit såkalla tynt mellomrom (skriv U+2009 og tast så Alt+x). Vinklar i staden Enkle vinklar er mindre brukt, men heng historisk og estetisk saman med dei doble og kan gjerne brukast. Merk at det ikkje er tale om dei vanlege vinklane på tastaturet, men eit anna teiknpar, som kan lagast på denne måten: venstre: Alt + 0139 høgre: ​Alt + 0155 Slik ser det ut: «Kven var det som sa ​‹velkomen heim›?» spurde Guro. «Vi skal setje opp ​‹Peer Gynt› », sa han. Les meir om bruk av hermeteikn på nettsidene til Språkrådet. Ei fyldigare framstilling finn du i artikkelen « Gåseaugo: nokre synspunkt på sitatteikn i norsk og andre språk ». Sjå òg Norsk på trykk på typografi.org.",nob,https://sprakradet.no/spraksporsmal-og-svar/sitat-i-sitat/
Stemor og stefar i stedet?,"Jeg har i eldre tekster sett skrivemåtene stedmor, stedfar og stedbarn. Det virker mer logisk enn det som står i Bokmålsordboka, for ei stemor er jo opprinnelig i stedet for den virkelige mora. Hvorfor er ikke dette en godtatt skrivemåte?","Det er fordi Bokmålsordboka har rett; dette har ikke noe med sted å gjøre. Første ledd kommer av lavtysk stef-, jamfør også engelsk stepmother, svensk styvmor osv. Det lavtyske stef- har en parallell i gammelnorsk stjúp- (som senere ble stjúk- og stýk-, da -ps- i stjúpsonr ble til -ks-). Stjúp må opprinnelig ha betydd noe i retning av ‘som er frarøvet (foreldre/barn)’. På nynorsk kan det også hete stykmor osv. I Ivar Aasens ordbok står det f.eks. stjukbarn. Sted- i disse ordene er folkeetymologi, altså en omtolking basert på ordhistorie som virker logisk, men som ikke stemmer. Vi finner den i dansk og i dansk-norsk og riksmål fram til 1917.",nno,https://sprakradet.no/spraksporsmal-og-svar/stemor-og-stefar-i-stedet/
Historisk presens: bruk og misbruk,"Når bør man bruke historisk presens, og hvor konsekvent må man være?","Det finnes nok ikke noe enkelt svar på dette. Man bør kjenne konvensjonene i sjangeren, unngå ytterligheter, føle seg fram og ikke minst passe på timingen. Historisk presens er gammelt. I gammelnorsk vekslet man meget fritt mellom presens og preteritum, ofte tilsynelatende umotivert. I moderne norsk brukes historisk eller dramatisk presens mer målrettet for å gi liv til fortellingen. Man slår gjerne over i presens idet handlingen spisser seg til. Det er blitt sammenlignet med å zoome inn på et motiv. Eksempel: Preteritum: I går skulle jeg sluke fire episoder av The Walking Dead. Jeg provianterte med brus og fleskesvor og satte kursen mot godstolen. Presens: Idet jeg setter meg til rette, hører jeg en rallende lyd fra badet. Stort sett er historisk presens et kurant virkemiddel, men i sportsspråket er det blitt så mye av det gode at mange irriterer seg, med rette. Eksempel: «Han kommer godt i gang, men mister piffen etter en halv runde.» Og så videre. For mye historisk presens kan bli masete og overdramatisk. Preteritum uten variasjon kan på sin side bli litt kjedelig i lengden, men det må regnes som det normale i sakprosa. Det er om å gjøre å finne en passende dose presens og legge inn skiftene der det er mest naturlig. Mer om historisk presens kan du lese i Norsk referansegrammatikk, s. 556–558.",nob,https://sprakradet.no/spraksporsmal-og-svar/historisk-presens-bruk-og-misbruk/
Sykepleierstudent?,"Jeg arbeider med å utdanne sykepleiere, og jeg ser at studentene og utdanningen benevnes på forskjellige måter. Hvilke er mest riktige? S ykepleierutdanning eller sykepleieutdanning? Sykepleierstudent eller sykepleiestudent? Sykepleierstudiet eller sykepleiestudiet?","Bokmålsordboka, med offisiell rettskrivning, har bare formene med r i sykepleierelev og sykepleierskole, ved siden av tilsvarende former med sjuke -. Også vernepleierskole er nevnt. Dette sammen med institusjonsnavnet sykepleierhøgskole taler for r i ordene du nevner, men det er rimelig med valgfrihet i sammensetninger med - student og - studium. Noen synes at former som sykepleierstudent skurrer fordi en slik student ikke er sykepleier, men studerer faget sykepleie, jamfør logikken i medisinstudent og psykologistudent. Da er det verdt å huske at det også heter f.eks. lærerstudent, journaliststudent og veterinærstudent. Historie og utbredelse Begge typene, med og uten r, går langt tilbake i historien. Det er en tendens til at r-løs form er vanligst de første tiårene av tilværelsen til disse ordene, mens r-formen blir vanligere etter hvert (se nb.no) og dominerer når vi får sykepleierhøgskolene. Det samme gjelder når yngre slektninger med forleddene hjelpepleie(r)-, vernepleie(r)- og tannpleie(r)- kommer på banen. Men de siste tiårene har tidens tann tært kraftig på r -en i noen av sammensetningene. (Likevel ikke i dem med hjelpepleier-, for hjelpepleie er i minst grad av de nevnte «pleiene» et selvstendig begrep.) Enkle søk på Google i dag på sykepleie(r)utdanning stadfester at formen med r er mest utbredt. Det samme gjelder når etterleddet er - student, mens stillingen er jevnere for sammensetningen med - studiet. Dansk har for øvrig sygeplejeelev og sygeplejeskole, sygeplejestuderende / sygeplejerskestuderende og (mest) sygeplejerskeuddannelse. Svensk har derimot både sjuksköterskeelev, - skola og - utbildning. Norsk står altså i en nordisk spagat. Råd Rådet blir r i sykepleierutdanning (og vernepleierutdanning, tannpleierutdanning osv.) sykepleierhøgskole og på grunn av rettskrivningen sykepleierskole og sykepleierelev (jf. Bokmålsordboka) men valgfri r i sykepleierstudent/sykepleiestudent sykepleierstudiet/sykepleiestudiet Merk forresten at ubestemt form av det siste er sykepleierstudium/sykepleiestudium. Det er dessuten like korrekt med sjuke- i første ledd.",nob,https://sprakradet.no/spraksporsmal-og-svar/sykepleierstudent/
Barnevernstjeneste eller barneverntjeneste?,"Heter det barnevernsnemnd eller barnevernnemnd, barnevernsbarn eller barnevernbarn, barnevernslov eller barnevernlov osv.? Altså med eller uten s?","Ifølge Tanums store rettskrivningsordbok, som er den ordboka som inneholder flest sammensatte ord, skal det være binde-s (fuge-s) i alle sammensetninger med barnevern som førsteledd. Barnevernstjenester er altså riktig. Likevel kan barneverntjenester neppe kalles feil. I 1968 anbefalte Språkrådet benevnelsen barnevernspedagog etter en henvendelse fra Norges kommunal- og sosialskole. Malen var blant annet barnevernslinje og barnevernskurs, som man mente var vanligere enn variantene uten s. Barnevernsnemnda ble skrevet med -s-. Barneverntjenester uten s har likevel vært dominerende i skrift til nylig, og den relevante loven har hett barnevernloven. (Det er ganske vanlig å lage lovnavn uten fuge-s. Fuge-s står generelt sterkest i innarbeidede sammensetninger, svakest i ord som så å si lages på samlebånd.) Den nye loven om barnevern fra 2021 har likevel fått kortnavnet barnevernsloven. Det som står i Tanums ordbok, kan regnes som korrekt rettskrivning så sant det ikke motsies av andre normkilder. Når det gjelder fuge-s i treleddinger, må det tas et lite forbehold: Statusen til Tanums ordbok på dette området er til dels avhengig av at ordboka har fanget opp det som har vært gjengs bruk (usus). I dag har vi gjennom nb.no bedre oversikt over norsk språkbrukshistorie – vel å merke den skriftlige – enn noen ordbokredaksjon tidligere har hatt. Andre ord med - vern - + s Ser vi etter i litteraturen på nb.no, finner vi oftest -s- i sammensetninger med: ETTERVERN- (ettervernsarbeid, ettervernssenter, ettervernstilbud) HEIMEVERN- (heimevernsdistrikt, heimevernsøvelse) LANDVERN- (landvernssoldat) RETTSVERN- (rettsvernskrav, rettsvernsregel) De understrekede variantene står med s også i Tanums. Men Tanums har rettsvernregel uten s. Andre ord med - vern- mest uten s Sammensetninger med disse ordene har for det meste blitt skrevet uten s: ARBEIDERVERN- (arbeidervernlov) AUTOVERN- (autovernulykke) BRANNVERN- (brannverntiltak) DYREVERN- (dyrevernforening, dyrevernnemnd (men mer s etter 1960), dyrevernorganisasjon) GASSVERN- (gassvernkurs, gassvernmiddel) INDUSTRIVERN- (industriverntiltak) JORDVERN- (jordvernloven, jordverntiltak) LUFTVERN- (luftvernartilleri, luftvernkanon) MILJØVERN- (miljøvernarbeid, miljøvernkrav, miljøvernlov, miljøvernminister, miljøverndepartement, miljøverntiltak) MOTORVERN- (motorvernbryter) NATURVERN- (naturvernarbeid, naturverntiltak, naturvernområde) OLJEVERN- (oljevernberedskap, oljevernutstyr) PANSERVERN- (panservernkanon, panservernrakett, panservernvåpen) PLANTEVERN- (plantevernmidler, planteverntiltak, plantevernkonvensjon) SKOGVERN- (skogverntiltak) SMITTEVERN- (smittevernberedskap, smittevernloven, smitteverntiltak) STRÅLEVERN- (strålevernberedskap, strålevernloven) TANKVERN- (tankvernkanon, tankvernskyts) De understrekede ordene står slik uten s i Tanums, men Tanums har s i brannvernstiltak, dyrevernsnemnd og dyrevernsorganisasjon – og dessuten i strålevernsfysiker, enda ordet knapt er belagt i litteraturen.",nob,https://sprakradet.no/spraksporsmal-og-svar/barnevernstjeneste-eller-barneverntjeneste/
"Kjøre, seile eller gå med båt?","Jeg har skrevet en artikkel om at man snart kan «gå med båt til Nordpolen». Som helt vestlending, halvt sørlending og halvt nordlending er jeg blitt opplært til at man «går med båt». Østlendingene i redaksjonen ler av meg. Jeg tyr nå til Språkrådet for å få svar på hva som er riktig.","Du har ditt på det tørre. De som har greie på skip og skipsfart, bruker ofte verbet gå om båter, når de ikke bruker seile. Eksempler på å gå: Båten går til Hammerfest. Vi gikk med stykkgods til England. Båten gikk (i fart) på England. Skipet går i morgen. Ferja går mellom Avvik og Oppstopperneset. Med skuter legger man dessuten gjerne ut på tokt. Større båter og skip kan gjøres seilingsklare og seile, enten de har seil eller ei: Hurtigruta seiler i allslags vær. I den andre enden av skalaen har vi små bruksbåter. Hvis man skal ut og fiske eller i et annet ærend med en slik en, skal man med tradisjonelle ord rett og slett ut med den eller ta båten dit og dit, ikke kjøre ut. Deretter er man ute med båten. Er årene ute, heter det naturligvis gjerne at man ror hit eller dit (eller padler). (Man kan dessuten ro fiske med større båt enn robåt.) Men det å kjøre båt har også sin plass i språket i dag, særlig når det er snakk om relativt små og raske båter, ikke minst slike som kjøres for kjøringens skyld. Både små og store båter med motor kan kjøres på nærmere bestemte måter, f.eks. på grunn. Og bruker man motoren på seilbåten, er det vel kjøring. (Dansk sejle kan til og med ha kano og vannscooter som objekt. Så langt tøyer vi det ikke på norsk.) Vi skal ikke helt glemme føring heller. En skipsfører fører skipet dit det skal. Og selve skipet kan føre både seil, flagg, folk og varer. Nøytrale valg er dra, reise og på nynorsk dessuten fare («ho fór med båten til …»). Stilen kan lett bli flat eller stiv om man unngår gå og seile. Det kan saktens hete å dra eller reise på cruise, men det er riktigst å si at kaptein Johnsen seilte/gikk med «Emperor of the Seas» til Karibia.",nno,https://sprakradet.no/spraksporsmal-og-svar/kjore-seile-eller-ga-med-bat/
Gå ta banen,Hvordan skriver vi «gå ta banen» på en korrekt måte? Jeg sikter til det munnhellet vi bruker for å uttrykke overraskelse.,"Du kan trygt skrive det slik du har gjort det, selv om ta i denne betydningen (= av) ikke står i Bokmålsordboka eller Tanums store rettskrivningsordbok. Preposisjonen ta er en dialektvariant av ut av (= av), men det ville vært svært upraktisk å sette inn apostrofer for bokstavene u og v for å markere at de er sløyfet («gå 'ta' banen»). Skrivemåten «gåtta banen», som noen bruker, vil være uheldig fordi den tilslører den opprinnelige betydningen, altså ‘gå av banen’, uten at man får noe særlig igjen for det. Ta (altså u t a v) er egentlig ikke så mye rarere enn på, som kommer av op p + å (i eldre mål het på bare å).",nob,https://sprakradet.no/spraksporsmal-og-svar/ga-ta-banen/
Ord som rimer på pølse,Er det noe norsk ord som rimer på pølse?,"Nei. Det finnes ikke noe velkjent eller utbredt norsk ord som rimer på pølse, med mindre vi tar utgangspunkt i dialektuttale. [Vi ber om at lesere som ikke takler dette svaret, slutter å klage til Språkrådet.] Hvis vi går litt utenom den slagne landevei, finner vi mølse, som er dialektuttale av mylse. Ordet kan bety det samme som dravle eller gomme. Men skrivemåten i nynorsk er mylse (eller mylske), på bokmål heter det mølske. Det norrøne vǫlse gjengis av og til som vølse (og kan nok finnes igjen i den formen i dialekt også), men det teller neppe som et moderne norsk allmennord. Heller ikke eventuell dialektal ø-uttale av rylse / rolse er noe å legge vekt på i denne sammenhengen. Ellers har vi å kjølse, som er kjent blant annet i Trøndelag. Det betyr ‘å kulse’. I en eldre dansk revyvise heter det «En pølse / skal serveres med føl'lse», men følelse rimer ikke helt på pølse i vanlig norsk. Lenger kommer vi ikke, med mindre vi går til eldre nynorsk. Der finner vi pylse. En fransk hotdog kan med enderim kalles pylse i hylse! PS: Av en eller annen grunn mottar vi stadig (til dels rasende) henvendelser fra folk som hevder at pølse rimer på sølvskje, altså søllsjé. Vi minner om at pøllsjé ikke er den vanlige uttalen av pølse. Mange steder på Østlandet og i Midt-Norge heter det /pøsj/ eller /pøsje/, men bare noen få steder finner man sj-lyd sammen med l, og da neppe i kombinasjon med trykk på e-en.",nno,https://sprakradet.no/spraksporsmal-og-svar/ord-som-rimer-pa-polse/
